created_at;full_text;tweet_url;media;relevan;link 
08/09/2025 16:07;Makan bergizi gratis lewat MBG dana 100% transparan harga at cost dan sistem pengawasan didukung penuh lembaga anti korupsi https://t.co/eVnJWJT4zX;https://x.com/undefined/status/1965084535869321347;not media;relevan;https://x.com/undefined/status/1965084535869321347
08/09/2025 14:39;MBG adalah bukti kepedulian pemerintah makan bergizi gratis diberikan dengan pengelolaan jelas lewat KPPN harga mengikuti pasar pengawasan BPKP dan KPK maksimal https://t.co/XJAJMznwa5;https://x.com/undefined/status/1965062451806040307;not media;relevan;https://x.com/undefined/status/1965062451806040307
08/09/2025 15:07;"Pemerintah buktikan lewat MBG makan bergizi gratis bisa dikelola transparan pakai harga at cost selalu dapat pengawasan dari BPKP &amp; KPK https://t.co/Y5oyvsE7Uw";https://x.com/undefined/status/1965069435561206199;not media;relevan;https://x.com/undefined/status/1965069435561206199
08/09/2025 14:36;Makan bergizi gratis dengan MBG at cost tanpa mark up dan pengelolaan terbuka jadi prioritas utama https://t.co/3QiAQmtbvG;https://x.com/undefined/status/1965061730159243641;not media;relevan;https://x.com/undefined/status/1965061730159243641
08/09/2025 14:39;MBG bikin makan bergizi gratis jadi program yang bersih dan jelas semua prosesnya transparan dari KPPN sampai diawasi BPKP serta KPK https://t.co/HqFzuD3nC7;https://x.com/undefined/status/1965062479832346926;not media;relevan;https://x.com/undefined/status/1965062479832346926
08/09/2025 13:17;Lewat MBG makan bergizi gratis jadi prioritas bangsa semua proses terbuka dan detail harga at cost selalu jadi pedoman https://t.co/cYMywxSTOf;https://x.com/undefined/status/1965041775388881136;not media;relevan;https://x.com/undefined/status/1965041775388881136
08/09/2025 14:39;Bukti anak bangsa diprioritaskan MBG atau makan bergizi gratis seluruh anggaran at cost proses transparan no mark up dan diawasi BPKP juga KPK https://t.co/jwT3VADXeu;https://x.com/undefined/status/1965062437499224147;not media;relevan;https://x.com/undefined/status/1965062437499224147
08/09/2025 14:38;MBG jadi bukti layanan makan bergizi gratis bisa dijalankan dengan sistem pengawasan ekstra ketat https://t.co/CReoSaEAfP;https://x.com/undefined/status/1965062238638833750;not media;relevan;https://x.com/undefined/status/1965062238638833750
08/09/2025 14:48;Gak cuma janji MBG hadir dengan makan bergizi gratis yang semua proses anggarannya transparan dan diawasi https://t.co/EOOLzPnA1O;https://x.com/undefined/status/1965064711264989651;not media;relevan;https://x.com/undefined/status/1965064711264989651
08/09/2025 14:10;Dengan MBG makan bergizi gratis sudah pasti aman karena seluruh proses keuangannya terbuka dan diawasi oleh KPPN plus lembaga anti korupsi https://t.co/Q9Fz2M4ehl;https://x.com/undefined/status/1965055032392651061;not media;relevan;https://x.com/undefined/status/1965055032392651061
08/09/2025 13:23;Mau masa depan anak bangsa lebih sehat Ikut dukung MBG makan bergizi gratis lewat anggaran transparan harga at cost dan pengawasan BPKP-KPK https://t.co/fy1cJupn5L;https://x.com/undefined/status/1965043273174769965;not media;relevan;https://x.com/undefined/status/1965043273174769965
08/09/2025 15:07;Makan bergizi gratis jadi prioritas negeri lewat MBG yang terbuka dana jelas harga at cost pengawasan resmi terus jalan https://t.co/VByHF5SxU6;https://x.com/undefined/status/1965069442771263831;not media;relevan;https://x.com/undefined/status/1965069442771263831
08/09/2025 13:45;Nggak perlu takut anggaran makan bergizi gratis di MBG bakal disalahgunakan semua at cost KPPN kelola BPKP dan KPK ikut mantau https://t.co/RQ07RyPlie;https://x.com/undefined/status/1965048737245630690;not media;relevan;https://x.com/undefined/status/1965048737245630690
08/09/2025 14:31;MBG ajak kita percaya makan bergizi gratis dikelola transparan semua lewat KPPN harga tetap at cost dan diawasi langsung BPKP serta KPK https://t.co/U1UU3PmZ4d;https://x.com/undefined/status/1965060543003365754;not media;relevan;https://x.com/undefined/status/1965060543003365754
08/09/2025 14:54;Keberadaan MBG menjamin makan bergizi gratis yang bersih dan tanpa celah korupsi anggaran dipegang KPPN diawasi ketat BPKP dan KPK harga selalu at cost https://t.co/mw6F9dx5Ur;https://x.com/undefined/status/1965066102112977118;not media;relevan;https://x.com/undefined/status/1965066102112977118
08/09/2025 15:05;Anggaran makan bergizi gratis MBG nggak ada yang disembunyikan lewat KPPN harga at cost semua pengawasan ganda https://t.co/8KS5gvHzCK;https://x.com/undefined/status/1965068881296498780;not media;relevan;https://x.com/undefined/status/1965068881296498780
08/09/2025 12:28;Nggak ada celah korupsi di MBG makan bergizi gratis sudah diatur at cost dan prosesnya transparan abis https://t.co/28wOAxo9n3;https://x.com/undefined/status/1965029543485616561;not media;relevan;https://x.com/undefined/status/1965029543485616561
08/09/2025 16:51;!roblox siapa yang udah dapat MBG dari badarawuhi (map : konon) https://t.co/7znv5CADcc;https://x.com/undefined/status/1965095755686740476;not media;not relevan;https://x.com/undefined/status/1965095755686740476
08/09/2025 13:23;Dukung makan bergizi gratis dana transparan dikelola KPPN at cost dan setiap rupiah diaudit BPKP serta KPK https://t.co/yPkbzTI9WP;https://x.com/undefined/status/1965043382541316513;not media;relevan;https://x.com/undefined/status/1965043382541316513
08/09/2025 14:20;Pemerintah buktikan komitmen lewat makan bergizi gratis anggaran super transparan di KPPN harga pasar at cost pengawasan ketat BPKP dan KPK https://t.co/Woks2kBHnR;https://x.com/undefined/status/1965057642478628915;not media;relevan;https://x.com/undefined/status/1965057642478628915
08/09/2025 14:06;Makan bergizi gratis makin aman dan tepat sasaran KPPN kelola semua biaya at cost BPKP plus KPK pastiin gak ada yang bisa mainin dana https://t.co/EK0JX10bpP;https://x.com/undefined/status/1965054106646765733;not media;relevan;https://x.com/undefined/status/1965054106646765733
08/09/2025 13:47;Setiap detail dana MBG untuk makan bergizi gratis dijaga at cost dan selalu transparan dari awal sampai akhir https://t.co/4ztD0cha6x;https://x.com/undefined/status/1965049432866795744;not media;relevan;https://x.com/undefined/status/1965049432866795744
08/09/2025 12:40;Pengelolaan anggaran MBG buat makan bergizi gratis sepenuhnya terbuka harga at cost dijaga BPKP dan KPK setiap saat https://t.co/WHEjoL623e;https://x.com/undefined/status/1965032409830994228;not media;relevan;https://x.com/undefined/status/1965032409830994228
08/09/2025 13:06;"Bersama MBG makan bergizi gratis bukan angan-angan anggaran diawasi BPKP &amp; KPK dikelola KPPN harga at cost biar anak Indonesia makin kuat https://t.co/irJ4HqXNxy";https://x.com/undefined/status/1965039147896451135;not media;relevan;https://x.com/undefined/status/1965039147896451135
08/09/2025 14:50;Makan bergizi gratis MBG melibatkan pengawasan ketat dari BPKP serta KPK dana transparan harga at cost zero manipulasi https://t.co/LjdlB4eGZ1;https://x.com/undefined/status/1965065320223453216;not media;relevan;https://x.com/undefined/status/1965065320223453216
08/09/2025 14:49;Nggak ada ruang buat korupsi di MBG makan bergizi gratis aturannya super ketat dan selalu diawasi https://t.co/FH9OSYx9DQ;https://x.com/undefined/status/1965064851002450378;not media;relevan;https://x.com/undefined/status/1965064851002450378
08/09/2025 14:19;MBG bukan sekadar janji makan bergizi gratis beneran dikawal sampai detail aman dan layak buat anak Indonesia https://t.co/gkjHFggPxR;https://x.com/undefined/status/1965057531849675199;not media;relevan;https://x.com/undefined/status/1965057531849675199
08/09/2025 13:24;MBG bukti nyata makan bergizi gratis dari pemerintah anggaran terbuka tak ada markup semua diawasi BPKP dan KPK https://t.co/aXYrR5VV8g;https://x.com/undefined/status/1965043677044310312;not media;relevan;https://x.com/undefined/status/1965043677044310312
08/09/2025 11:25;"Demi anak-anak Indonesia MBG hadirkan makan bergizi gratis anggaran dikelola terbuka diawasi BPKP &amp; KPK harga cuma sesuai pasar no mark up https://t.co/qtIDsuXUTu";https://x.com/undefined/status/1965013734667293040;not media;relevan;https://x.com/undefined/status/1965013734667293040
08/09/2025 14:21;Lewat MBG makan bergizi gratis anak-anak dipastikan bersih at cost dikelola terbuka BPKP dan KPK jagain supaya ga ada celah korupsi https://t.co/yJSHviBJpP;https://x.com/undefined/status/1965057933282271608;not media;relevan;https://x.com/undefined/status/1965057933282271608
08/09/2025 13:16;Sekarang makin yakin sama MBG makan bergizi gratis yang diberikan bersih anggaran dikelola KPPN sesuai harga pasar BPKP dan KPK jamin transparansi https://t.co/kNMa88sTfq;https://x.com/undefined/status/1965041432709976375;not media;relevan;https://x.com/undefined/status/1965041432709976375
08/09/2025 10:52;LANGSUNG DIMULAI! Hari pertama Program MBG (Makan Bergizi Gratis) di SMKN 1 Bondowoso! Nutrisi terpenuhi semangat belajar menguat! #MakanBergiziGratis #SMKN1Bondowoso https://t.co/1yI2vvJeZQ;https://x.com/undefined/status/1965005318737580331;media;relevan;https://x.com/undefined/status/1965005318737580331
08/09/2025 16:39;Gengs program makan bergizi gratis di MBG itu terbuka diawasi lembaga besar pengeluaran sesuai harga pasar bebas mark up serius buat generasi emas https://t.co/g9GGzVK84G;https://x.com/undefined/status/1965092673670566099;not media;relevan;https://x.com/undefined/status/1965092673670566099
08/09/2025 15:27;Program MBG makan bergizi gratis uang negara aman lewat KPPN harga transparan dan pengawasan dari BPKP juga KPK https://t.co/WTJA8fItns;https://x.com/undefined/status/1965074468264628730;not media;relevan;https://x.com/undefined/status/1965074468264628730
08/09/2025 14:03;Transparansi penuh di MBG makan bergizi gratis didukung pemerintah secara terbuka dikelola KPPN harga menyesuaikan pasar BPKP dan KPK terus mengawasi https://t.co/iFBE5NfEK0;https://x.com/undefined/status/1965053442721988757;not media;relevan;https://x.com/undefined/status/1965053442721988757
08/09/2025 14:21;Layanan makan bergizi gratis MBG hadir dari anggaran yang bersih dan diawasi maksimal sama BPKP dan KPK https://t.co/yrZEaTUbKZ;https://x.com/undefined/status/1965057881272959136;not media;relevan;https://x.com/undefined/status/1965057881272959136
08/09/2025 14:21;Makan bergizi gratis dari MBG itu at cost dikelola terbuka mulai dari KPPN dan pasti diawasi KPK serta BPKP jelas nggak main-main https://t.co/9Bm9WW3tW1;https://x.com/undefined/status/1965057968187302268;not media;relevan;https://x.com/undefined/status/1965057968187302268
08/09/2025 13:19;@txtdrimedia Sumpah mending mbg di udahin aja deh akuin kalo emg gak berjalan baik gakpp kok kita ngerti pak. Sayang di anggaran soalnya masih banyak yg perlu dibenerin dan butuh banyak anggaran. Jgn terkesan cuman ngedepanin ego trus biar daper validasi aja kasihan kami kami ini pak;https://x.com/undefined/status/1965042372225708290;not media;relevan;https://x.com/undefined/status/1965042372225708290
08/09/2025 12:56;Makan bergizi gratis adalah bukti pemerintah serius at cost dana terkontrol lewat KPPN awasi BPKP dan KPK https://t.co/J5kp5hRIeh;https://x.com/undefined/status/1965036606878085130;not media;relevan;https://x.com/undefined/status/1965036606878085130
08/09/2025 14:01;Pemerintah hadirkan makan bergizi gratis lewat MBG dengan pengelolaan anggaran transparan harga at cost diawasi BPKP dan KPK 100% bebas mark up https://t.co/mMLlqb7pXA;https://x.com/undefined/status/1965052838868111565;suspend;relevan;https://x.com/undefined/status/1965052838868111565
08/09/2025 13:53;Makin gampang dapet makan bergizi gratis berkat MBG semua dana pakai sistem transparan dari KPPN diawasi tiga pihak https://t.co/MhF2hMz99T;https://x.com/undefined/status/1965050842672931149;suspend;relevan;https://x.com/undefined/status/1965050842672931149
08/09/2025 13:40;"Makan bergizi gratis tak lagi sekadar impian MBG hadirkan lewat dana transparan harga at cost pengawasan ketat dari BPKP &amp; KPK https://t.co/H3Jx98p0UH";https://x.com/undefined/status/1965047678674563149;suspend;relevan;https://x.com/undefined/status/1965047678674563149
08/09/2025 14:06;Makan bergizi gratis sekarang jelas dan bersih bareng MBG harga at cost dana lewat jalur KPPN pengawasan ketat https://t.co/D0jEy4eGPL;https://x.com/undefined/status/1965054233646096851;not media;relevan;https://x.com/undefined/status/1965054233646096851
08/09/2025 12:54;Bersama MBG makan bergizi gratis untuk anak bangsa dikelola jujur terbuka ga ada mark up dan pengawasan maksimal biar tepat sasaran https://t.co/Zfb7SLDnBj;https://x.com/undefined/status/1965035985949151253;suspend;relevan;https://x.com/undefined/status/1965035985949151253
08/09/2025 13:35;Kapolsek Adimulyo Iptu Mugiyono beserta Kanit Binmas Polsek Adimulyo menghadiri kegiatan launching makan bergizi gratis SPPG Dapur Harapan Bangsa Desa Candiwulan Kecamatan Adimulyo dibawah yayasan Girli Ummami Ceria di SMP N 2 Adimulyo https://t.co/dxqikW1sMk;https://x.com/undefined/status/1965046395200844021;media ;relevan;https://x.com/undefined/status/1965046395200844021
08/09/2025 14:33;Setiap pengeluaran makan bergizi gratis MBG transparan dan bebas korupsi diawasi langsung sama KPK https://t.co/fjmV0JBnVM;https://x.com/undefined/status/1965060869873930464;suspend;relevan;https://x.com/undefined/status/1965060869873930464
08/09/2025 13:27;Setiap rupiah MBG buat makan bergizi gratis bisa dilacak dikelola transparan harga at cost BPKP dan KPK awasi biar dana sampai tepat sasaran https://t.co/eXci3fr5m0;https://x.com/undefined/status/1965044342428750140;suspend;relevan;https://x.com/undefined/status/1965044342428750140
08/09/2025 13:34;Makan bergizi gratis melalui MBG benar-benar terbuka anggaran lewat KPPN diawasi oleh BPKP dan KPK harga selalu mengikuti pasar dan at cost https://t.co/kijBR5jtjM;https://x.com/undefined/status/1965046000114090057;suspend;relevan;https://x.com/undefined/status/1965046000114090057
08/09/2025 13:07;Program makan bergizi gratis MBG makin terpercaya anggaran dikelola at cost di KPPN dan diawasi bareng KPK dan BPKP https://t.co/dpvvKDoqYB;https://x.com/undefined/status/1965039207547884000;suspend;relevan;https://x.com/undefined/status/1965039207547884000
08/09/2025 14:17;Jaga masa depan anak bangsa program MBG hadir dengan makan bergizi gratis yang dikelola benar dan transparan https://t.co/xtooX3SkHp;https://x.com/undefined/status/1965056956458221905;suspend;relevan;https://x.com/undefined/status/1965056956458221905
08/09/2025 14:44;Transparan dan tanpa mark up begitu pengelolaan MBG jadi yakin program makan bergizi gratis ini lebih aman dan tepat sasaran https://t.co/8e5ILH3Zig;https://x.com/undefined/status/1965063697791127723;not media;relevan;https://x.com/undefined/status/1965063697791127723
08/09/2025 14:21;MBG itu jaminan makan bergizi gratis dikasih dengan pengelolaan dana yang bener dan diawasin https://t.co/ESJX0UF1VU;https://x.com/undefined/status/1965057952345419874;not media;relevan;https://x.com/undefined/status/1965057952345419874
08/09/2025 17:03;Bersama MBG makan bergizi gratis buat anak Indonesia dikelola oleh KPPN secara terbuka awasi BPKP dan KPK semua sesuai harga pasar pemerintah hadir nyata https://t.co/vzFj4T1Cge;https://x.com/undefined/status/1965098737187037694;suspend;relevan;https://x.com/undefined/status/1965098737187037694
08/09/2025 18:50;Biar makin tenang makan bergizi gratis dari MBG dikelola tanpa mark up semua jelas diawasi https://t.co/8MQAUjiL4E;https://x.com/undefined/status/1965125511916798449;suspend;relevan;https://x.com/undefined/status/1965125511916798449
08/09/2025 15:47;MBG pastikan makan bergizi gratis selalu tepat sasaran dana dan harga transparan pengawasan penuh biar bersih dari korupsi https://t.co/PuqiYeioFc;https://x.com/undefined/status/1965079486971679092;suspend;relevan;https://x.com/undefined/status/1965079486971679092
08/09/2025 14:20;Bersih dan tepat makan bergizi gratis MBG diawasi BPKP KPK serta dikelola langsung melalui KPPN https://t.co/hbhQhBTatg;https://x.com/undefined/status/1965057599747101066;not media;relevan;https://x.com/undefined/status/1965057599747101066
08/09/2025 14:17;"Pemerintah hadirkan makan bergizi gratis lewat MBG dengan keterbukaan harga at cost anggaran aman berkat KPPN pengawasan BPKP &amp; KPK selalu ketat https://t.co/PVrgQHlOAu";https://x.com/undefined/status/1965057024842215929;suspend;relevan;https://x.com/undefined/status/1965057024842215929
08/09/2025 11:44;Tingkatkan Kualitas Pendidikan Madrasah. Kepala Kemenag Bojonegoro Amanulloh membuka Workshop Deep Learning di MTsN 3 Bojonegoro Senin (8/9/2025). Usai membuka acara rombongan meninjau asrama santri serta melakukan pengecekan Program Makan Bergizi Gratis (MBG) bagi siswa. https://t.co/FSTiepDrGf;https://x.com/undefined/status/1965018492257939687;media;not relevan;https://x.com/undefined/status/1965018492257939687
08/09/2025 14:44;Program MBG hadir dengan makan bergizi gratis dana dikelola at cost lewat KPPN semua diawasi ketat https://t.co/0FASiM5TlU;https://x.com/undefined/status/1965063774630756841;suspend;relevan;https://x.com/undefined/status/1965063774630756841
08/09/2025 13:31;Makan bergizi gratis lewat MBG prioritas anak bangsa segala transaksi dicek KPPN ga pakai mark up dan selalu diawasi https://t.co/tFbX2brbml;https://x.com/undefined/status/1965045305155715133;suspend;relevan;https://x.com/undefined/status/1965045305155715133
08/09/2025 15:04;Nggak usah khawatir MBG hadirkan makan bergizi gratis selalu diawasi dan dikelola transparan https://t.co/qvGAZ1pTct;https://x.com/undefined/status/1965068824019190055;suspend;relevan;https://x.com/undefined/status/1965068824019190055
08/09/2025 14:55;MBG jadi bukti makan bergizi gratis bisa diatur tanpa celah korupsi semua dana terbuka dijaga lembaga pengawas https://t.co/u2pFjmdONx;https://x.com/undefined/status/1965066539255914995;not media;relevan;https://x.com/undefined/status/1965066539255914995
08/09/2025 14:21;Makan bergizi gratis dari MBG hasil kerja nyata pemerintah buat masa depan generasi di bawah pengawasan tiga lembaga besar https://t.co/TGv18OKiLx;https://x.com/undefined/status/1965057966488633761;suspend;relevan;https://x.com/undefined/status/1965057966488633761
08/09/2025 14:34;MBG hadir sebagai terobosan makan bergizi gratis pengelolaan dana terbuka harga diatur at cost BPKP dan KPK terus awasi https://t.co/WuAZtIqHT2;https://x.com/undefined/status/1965061262767014165;not media;relevan;https://x.com/undefined/status/1965061262767014165
08/09/2025 13:58;Makan bergizi gratis lewat MBG nggak ada mark up harga pasti at cost semua proses jelas dan valid https://t.co/SyM4seiJgt;https://x.com/undefined/status/1965052127761580375;suspend;relevan;https://x.com/undefined/status/1965052127761580375
08/09/2025 11:39;Makan bergizi gratis dari MBG harga nggak ngawur semua diatur at cost dikelola KPPN diawasi BPKP dan KPK bebas mark up https://t.co/EiKJfCt6YQ;https://x.com/undefined/status/1965017087937745112;suspend;relevan;https://x.com/undefined/status/1965017087937745112
08/09/2025 15:30;MBG hadir tuk makan bergizi gratis yang bersih at cost transparan diawasi BPKP dan KPK agar tepat sasaran generasi Indonesia https://t.co/UMed4pTmzG;https://x.com/undefined/status/1965075228197040539;suspend;relevan;https://x.com/undefined/status/1965075228197040539
08/09/2025 13:39;Gak perlu ragu MBG hadir dengan makan bergizi gratis pengelolaannya terbuka lewat KPPN harga sesuai pasar BPKP dan KPK selalu mengawasi https://t.co/Iq3iyjOmab;https://x.com/undefined/status/1965047443554525630;suspend;relevan;https://x.com/undefined/status/1965047443554525630
08/09/2025 13:34;@efraimsthoughts Gw udah pernah bilang beliau ini udah diluar batas kemampuan dia. Kebijakan Wowo terutama MBG bikin sakit kepala tapi maksa. Orang cerdas tapi cuma kayak kasir + plus jadi samsak kemarahan rakyat doang. Gw juga bingung penjarahan kemarin inisiatif siapa.;https://x.com/undefined/status/1965046085854150889;not media;relevan;https://x.com/undefined/status/1965046085854150889
08/09/2025 11:20;Semua proses makan bergizi gratis terbuka at cost BPKP sama KPK juga ngontrol KPPN kelola langsung jadi kamu bisa tenang https://t.co/7oZ0pHHlqA;https://x.com/undefined/status/1965012373749841935;not media;relevan;https://x.com/undefined/status/1965012373749841935
08/09/2025 13:06;Pengelolaan MBG buat makan bergizi gratis semuanya terbuka harga pasar ada BPKP dan KPK yang mengawasi ketat https://t.co/FNXzy9hhJP;https://x.com/undefined/status/1965038922951700685;suspend;relevan;https://x.com/undefined/status/1965038922951700685
08/09/2025 12:51;Karangasem Polsek Karangasem bersama instansi terkait mendampingi kegiatan Launching Pendistribusian Makan Bergizi Gratis (MBG) yang berlangsung di Satuan Pelayanan Pemenuhan Gizi (SPPG) Desa Adat Peladung Kelurahan Padangkerta Senin (08/09/2025). https://t.co/5IxvzlesaQ;https://x.com/undefined/status/1965035299018551678;media;relevan;https://x.com/undefined/status/1965035299018551678
08/09/2025 13:48;Setiap rupiah MBG buat makan bergizi gratis dicatat transparan lewat KPPN dan diawasi BPKP sama KPK semua harga diambil at cost jadi nggak ada celah mark up https://t.co/GjxwXaZDxw;https://x.com/undefined/status/1965049550206574818;suspend;relevan;https://x.com/undefined/status/1965049550206574818
08/09/2025 14:22;"Setiap rupiah di MBG buat makan bergizi gratis at cost nggak bisa dimark up semua proses diawasi BPKP &amp; KPK https://t.co/bJoZE68ZAA";https://x.com/undefined/status/1965058087615918546;not media;relevan;https://x.com/undefined/status/1965058087615918546
08/09/2025 12:47;Makan bergizi gratis dari MBG beneran terjamin seluruh dana transparan lewat KPPN ditekan biar gak bisa markup diawasi BPKP dan KPK https://t.co/ZaY8205Nyx;https://x.com/undefined/status/1965034244780240957;not media;relevan;https://x.com/undefined/status/1965034244780240957
08/09/2025 13:52;MBG hadir dengan jaminan makan bergizi gratis bisa dinikmati semua tanpa kecuali karena dukungan sistem transparan https://t.co/XDMIRtZiIe;https://x.com/undefined/status/1965050493014843780;suspend;relevan;https://x.com/undefined/status/1965050493014843780
08/09/2025 16:57;Semua biaya makan bergizi gratis di MBG transparan lewat KPPN harga diatur biar anti mark up selalu diawasi pihak berwenang https://t.co/o4uusOREXj;https://x.com/undefined/status/1965097082093797778;not media;relevan;https://x.com/undefined/status/1965097082093797778
08/09/2025 13:34;Ada MBG anak sekolah dapet makan bergizi gratis dari pemerintah dikelola transparan oleh KPPN dan diawasi supaya nggak ada mark up https://t.co/Q6aE9wRYB8;https://x.com/undefined/status/1965046159761936529;suspend;relevan;https://x.com/undefined/status/1965046159761936529
08/09/2025 11:21;MBG memastikan kamu dapat makan bergizi gratis dari anggaran yang dikelola super transparan https://t.co/qAT7m8e4zV;https://x.com/undefined/status/1965012681859149872;not media;relevan;https://x.com/undefined/status/1965012681859149872
